genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Tmax_Tmin,row_id,accession,ambiguous_bases,checkm2_completeness,checkm2_contamination,checkm2_model,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,taxid_match,name_only_match,tempura_name_norm,tempura_binomial,ncbi_taxid,gtdb_name_norm
Halomicroarcula limicola,1429915,YGHS32,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,NA,20,37,NA,NA,50,30,125,RS_GCF_019061235.1,0,99.98,2.49,Specific,99.05,0.13,395,f__Halobacteriaceae (UID85),250,0,3418999,87.558831408097,5,2571530,65.85557987319204,3904802,RS_GCF_010119205.1,FALSE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula limicola,not type material,none,FALSE,2,2,1823032,1823032,none,0,none,none,1823032,2,92,NZ_JAHQXF010000001.1,none,none,none,none,none,none,780960,780960,FALSE,FALSE,TRUE,1379950,1379950,Contig,ASM1906123v1,na,PRJNA224116,SAMN19844820,5,1379950,Japan,2021-06-29,GCA_019061235.1,none,full,na,saline soil,none,0,0,Haloarcula limicola,none,na,4,none,none,none,none,none,2021-06-29,0,1429915,2,JCM 183640,"University of Sevilla, Spain",d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula limicola,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula limicola,0,3904802,11,45,na,3904802,0,JAHQXF000000000.1,3905,5,1379950,2,none,none,none,none,none,none,967,NZ_JAHQXF010000002.1,967,1781,0,99.897,KF582944.1.1471,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halomicroarcula;Halomicroarcula limicola,0,19,45,0,TRUE,FALSE,NA,NA,NA,NA
Halomicroarcula limicola,1429915,YGHS32,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,NA,20,37,NA,NA,50,30,125,RS_GCF_010119205.1,0,99.98,2.64,Specific,99.05,0.13,395,f__Halobacteriaceae (UID85),250,0,3417084,87.46763239617026,7,2572438,65.84709692414334,3906684,RS_GCF_010119205.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula limicola,type strain of species,LPSN,FALSE,2,2,1822932,1822932,3276,1,2912,NZ_WRXM01000007.1,3276,1,116,NZ_WRXM01000007.1,2914,4412,0,94.097,BCNB01000004.157157.160070,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Haloarcula sp. CBA1127,558097,558097,TRUE,FALSE,FALSE,1112922,1112922,Contig,ASM1011920v1,na,PRJNA224116,SAMN13386517,7,1112922,China: Hainan,2020-02-03,GCA_010119205.1,none,full,na,solar saltern,none,0,0,Haloarcula limicola,none,representative genome,4,none,none,none,none,none,2020-02-03,0,1429915,2,YGHS32,Anhui Normal University,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula limicola,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula limicola,0,3906684,11,46,assembly from type material,3906684,0,WRXM00000000.1,3898,7,1112922,1,none,none,none,none,none,none,1471,NZ_WRXM01000002.1,1471,2700,0,99.796,JQ237128.1.1471,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halomicroarcula;Halomicroarcula limicola,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Halomicroarcula pellucida,1427151,BNERC31,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,NA,25,40,NA,NA,55,30,126,RS_GCF_014647235.1,13,99.88,2.18,Specific,99.4,0.63,395,f__Halobacteriaceae (UID85),250,25,3489106,88.0773542558447,44,2587463,65.31691589686267,3961411,RS_GCF_014647235.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula pellucida,type strain of species,LPSN,FALSE,3,3,1254436,1254436,2994,8,2460,NZ_BMOU01000009.1,1254436,3,117,NZ_BMOU01000001.1,2463,4421,0,99.107,LWDY01000021.1277772.1281578,Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia horiana,90032,90032,TRUE,FALSE,FALSE,490456,490456,Contig,ASM1464723v1,na,PRJNA224116,SAMD00245267,44,490456,none,2020-09-12,GCA_014647235.1,none,full,na,none,none,0,0,Haloarcula pellucida,none,na,14,none,none,none,none,none,2020-09-12,0,1427151,5,JCM 17820,WFCC-MIRCEN World Data Centre for Microorganisms (WDCM),d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula pellucida,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula pellucida,0,3961411,11,45,assembly from type material,3961411,0,BMOU00000000.1,4049,44,2808,4,none,none,none,none,none,none,1789,NZ_BMOU01000010.1,1771,3203,0,99.266,DQ831029.1.1796,Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia poarum,0,19,44,0,TRUE,FALSE,NA,NA,NA,NA
Halomicroarcula pellucida,1427151,BNERC31,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,NA,25,40,NA,NA,55,30,126,RS_GCF_019599515.1,0,99.92,2.25,Specific,99.53,0.63,395,f__Halobacteriaceae (UID85),250,25,3483407,88.7203125401939,8,2571813,65.50255343545376,3926279,RS_GCF_014647235.1,FALSE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula pellucida,type strain of species,LPSN,FALSE,2,2,1254474,1254474,1254474,2,299,NZ_RKLW01000001.1,1254474,2,117,NZ_RKLW01000001.1,300,381,2.5e-104,89.667,CP002922.10679.13600,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Haloarcula hispanica ATCC 33960,490784,490784,FALSE,FALSE,TRUE,1010699,1010699,Contig,ASM1959951v1,na,PRJNA224116,SAMN10397914,8,1010699,Spain: Valencia,2021-08-14,GCA_019599515.1,none,full,na,CECT,none,0,0,Haloarcula pellucida,none,representative genome,6,none,none,none,none,none,2021-08-14,0,1427151,2,CECT 7537,"University of Sevilla, Spain",d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula pellucida,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula pellucida,0,3926279,11,44,assembly from type material,3926279,0,RKLW00000000.1,4039,8,701488,1,none,none,none,none,none,none,1102,NZ_RKLW01000003.1,1102,2036,0,100,AB766180.1.1471,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halomicroarcula;Halomicroarcula pellucida,0,19,43,0,TRUE,FALSE,NA,NA,NA,NA
Halomicroarcula salina,1429914,YGHS18,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,NA,20,37,NA,NA,50,30,127,RS_GCF_010119195.1,0,99.96,1.21,Specific,100,0.13,395,f__Halobacteriaceae (UID85),250,100,3337773,88.11196841480593,16,2527696,66.733813321914,3788104,RS_GCF_010119195.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula salina,type strain of species,LPSN,FALSE,3,3,954375,954375,3416,1,2915,NZ_WRXL01000012.1,3416,1,117,NZ_WRXL01000012.1,2912,4907,0,97.115,BCNB01000004.157157.160070,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Haloarcula sp. CBA1127,236733,270578,TRUE,FALSE,FALSE,429703,595025,Scaffold,ASM1011919v1,na,PRJNA224116,SAMN13386515,16,429703,China: Hainan,2020-02-03,GCA_010119195.1,none,full,na,solar saltern,none,0,0,Haloarcula salina,none,representative genome,4,14,3,595025,387531,192355,2020-02-03,2,1429914,2,YGHS18,Anhui Normal University,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula salina,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula salina,375,3788104,11,44,assembly from type material,3787729,0,WRXL00000000.1,3818,14,655411,1,none,none,none,none,none,none,1472,NZ_WRXL01000002.1,1472,2713,0,99.932,KF582943.1.1472,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halomicroarcula;Halomicroarcula salina,375,19,43,0,TRUE,FALSE,NA,NA,NA,NA
Halomicroarcula salina,1429914,YGHS18,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,NA,20,37,NA,NA,50,30,127,RS_GCF_019061225.1,0,99.96,1.22,Specific,100,0.13,395,f__Halobacteriaceae (UID85),250,100,3347901,88.13466469402046,11,2534954,66.73355060521979,3798620,RS_GCF_010119195.1,FALSE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula salina,type strain of species,LPSN,FALSE,3,3,1148033,1148033,2890,1,2582,NZ_JAHQXE010000011.1,2890,1,117,NZ_JAHQXE010000011.1,2586,4351,0,97.061,BCNB01000006.349276.352192,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Haloarcula sp. CBA1127,345329,345329,FALSE,FALSE,TRUE,594909,594909,Contig,ASM1906122v1,na,PRJNA224116,SAMN19844807,11,594909,Japan,2021-06-29,GCA_019061225.1,none,full,na,saline soil,none,0,0,Haloarcula salina,none,na,6,none,none,none,none,none,2021-06-29,0,1429914,2,JCM 18369,"University of Sevilla, Spain",d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula salina,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula salina,0,3798620,11,44,assembly from type material,3798620,0,JAHQXE000000000.1,3835,11,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,19,43,0,TRUE,FALSE,NA,NA,NA,NA
Halomicrobium zhouii,767519,TBN51,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,NA,20,42,NA,NA,55,35,129,RS_GCF_900114435.1,0,99.55,0.86,Specific,99.93,1.06,359,f__Halobacteriaceae (UID84),235,0,3626726,85.32810393545913,7,2813837,66.22111130827454,4250330,RS_GCF_900114435.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicrobium;s__Halomicrobium zhouii,type strain of species,LPSN,FALSE,2,2,1458677,1619644,1303888,2,1255,NZ_FOZK01000002.1,134347,1,116,NZ_FOZK01000006.1,1257,1437,0,87.43,FNBK01000002.326435.329288,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halorientalis;Halorientalis regularis,607022,708388,FALSE,FALSE,TRUE,1303888,1303888,Scaffold,IMG-taxon 2667527389 annotated assembly,na,PRJNA224116,SAMN05216559,7,1303888,none,2016-11-02,GCA_900114435.1,none,full,na,none,none,0,0,Halomicrobium zhouii,4003,representative genome,5,6,2,1303888,674462,260211,2016-11-02,1,767519,2,CGMCC 1.10457,DOE - JOINT GENOME INSTITUTE,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicrobium;s__Halomicrobium zhouii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicrobium;s__Halomicrobium zhouii,1176,4250330,11,62,assembly from type material,4249154,0,FOZK00000000.1,4124,6,1303888,2,1472,2680,0,99.524,815453,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halomicrobium;s__zhouii,1474,NZ_FOZK01000002.1,1474,2723,0,100,FOZK01000002.1300657.1302130,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halomicrobium;Halomicrobium zhouii,1176,19,59,0,TRUE,FALSE,NA,NA,NA,NA
Halonotius pteroides,268735,1.15.5,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halonotius,NA,25,45,NA,NA,45,20,131,RS_GCF_003605635.1,0,99.49,3.87,Specific,99.63,4.09,417,f__Halobacteriaceae (UID96),263,5.88,2622831,87.1462756272411,115,1797040,59.70851463673311,3009688,RS_GCF_003605635.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halonotius;s__Halonotius pteroides,type strain of species,LPSN,TRUE,9,9,283971,283971,5667,3,2924,NZ_QMDW01000048.1,5667,1,116,NZ_QMDW01000048.1,2925,4837,0,96.615,AGCX01000009.6070.8987,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halonotius;Halonotius sp. J07HN4,26171,26171,TRUE,FALSE,FALSE,110919,110919,Contig,ASM360563v1,na,PRJNA224116,SAMN09473900,115,110919,Australia: Cheetham Salt Works; Geelong,2018-10-02,GCA_003605635.1,none,full,na,solar saltern,none,0,0,Halonotius pteroides,none,representative genome,3,none,none,none,none,none,2018-10-02,0,268735,1,CECT 7525,"University of Sevilla, Spain",d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halonotius;s__Halonotius pteroides,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halonotius;s__Halonotius pteroides,0,3009688,11,47,assembly from type material,3009688,0,QMDW00000000.1,3195,115,5667,2,none,none,none,none,none,none,1470,NZ_QMDW01000048.1,1470,2715,0,100,AB663393.1.1470,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halonotius;Halonotius pteroides,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Halonotius roseus,2511997,F9-27,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halonotius,NA,25,37,NA,NA,50,25,132,RS_GCF_006861655.1,0,94.47,0.49,Specific,99.38,0.51,417,f__Halobacteriaceae (UID96),263,0,2269565,88.5048049381888,6,1607374,62.68444613609304,2564341,RS_GCF_006861655.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halonotius;s__Halonotius roseus,type strain of species,LPSN,FALSE,2,2,941114,1139441,none,0,none,none,1139441,2,108,NZ_SESI01000001.1,none,none,none,none,none,none,427371,641085,FALSE,FALSE,TRUE,408764,784635,Scaffold,ASM686165v1,na,PRJNA224116,SAMN10868424,6,408764,Spain: Isla Cristina; Huelva,2019-07-10,GCA_006861655.1,none,full,na,solar saltern,none,0,0,Halonotius roseus,none,representative genome,4,4,2,784635,784635,266633,2019-07-10,2,2511997,2,F9-27,"University of Sevilla, Spain",d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halonotius;s__Halonotius roseus,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halonotius;s__Halonotius roseus,110,2564341,11,44,assembly from type material,2564231,0,SESI00000000.1,2696,4,784635,2,none,none,none,none,none,none,321,NZ_SESI01000002.1,321,544,3.65e-153,97.196,GQ374975.1.1442,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halonotius;uncultured haloarchaeon,110,19,44,0,TRUE,FALSE,NA,NA,NA,NA
Halonotius terrestris,2487750,F15B,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halonotius,NA,25,37,NA,NA,50,25,133,RS_GCF_006861665.1,13881,95.05,3.42,Specific,98.05,0.89,417,f__Halobacteriaceae (UID96),263,0,2514980,88.5108797101184,27,1748751,61.8484606594501,2841436,RS_GCF_006861665.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halonotius;s__Halonotius terrestris,type strain of species,LPSN,FALSE,3,3,670293,670293,3584,3,2902,NZ_RKLU01000025.1,3584,3,117,NZ_RKLU01000025.1,2916,3646,0,87.723,AYLK01000292.11267.14189,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halonotius;uncultured archaeon A07HN63,105235,109286,TRUE,FALSE,FALSE,536676,536676,Scaffold,ASM686166v1,na,PRJNA224116,SAMN10397912,27,536676,Spain: Marismas del Odiel; Huelva,2019-07-10,GCA_006861665.1,none,full,na,saline soil,none,0,0,Halonotius terrestris,none,representative genome,9,26,3,536676,145276,52350,2019-07-10,1,2487750,2,F15B,"University of Sevilla, Spain",d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halonotius;s__Halonotius terrestris,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halonotius;s__Halonotius terrestris,78,2841436,11,47,assembly from type material,2841358,0,RKLU00000000.1,3070,26,670293,2,none,none,none,none,none,none,1471,NZ_RKLU01000001.1,1473,2135,0,90.835,KJ588894.1.1476,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halonotius;uncultured archaeon,78,19,47,0,TRUE,FALSE,NA,NA,NA,NA
Haloparvum sedimenti,1678448,DYS4,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Haloparvum,NA,25,42,NA,NA,50,25,135,RS_GCF_001462205.1,0,98.2,0.95,Specific,97.54,0.51,417,f__Halobacteriaceae (UID96),263,0,2736187,84.37074089468808,293,2203797,68.27373598307746,3243052,RS_GCF_001462205.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloparvum;s__Haloparvum sedimenti,type strain of species,LPSN,TRUE,41,10,94814,328995,1026,3,1013,NZ_LKIR01000039.1,215510,1,116,NZ_LKIR01000127.1,1013,1633,0,95.854,JNFH02000144.379.3280,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum saccharovorum,11016,22678,FALSE,FALSE,TRUE,23164,96635,Scaffold,HalopeDYS1.0,na,PRJNA224116,SAMN04018174,293,23164,China: Yunnan,2015-12-08,GCA_001462205.1,none,full,na,salt mine,none,0,0,Haloparvum sedimenti,3219,representative genome,5,143,10,96635,38913,12809,2015-12-08,150,1678448,1,DYS4,"Institute of Microbiology, Chinese Academy of Sciences",d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloparvum;s__Haloparvum sedimenti,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloparvum;s__Haloparvum sedimenti,15168,3243052,11,47,assembly from type material,3227884,0,LKIR00000000.1,3307,143,1493,1,493,883,0,98.986,1114397,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__halophilic;s__MK62-1,495,NZ_LKIR01000090.1,486,898,0,100,KP202830.1.1456,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Haloparvum;Haloparvum sedimenti,15168,19,47,0,TRUE,FALSE,NA,NA,NA,NA
Halopelagius inordinatus,553467,RO5-2,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halopelagius,NA,20,37,NA,NA,50,30,137,RS_GCF_900113245.1,0,99.91,0.81,Specific,99.57,0.38,417,f__Halobacteriaceae (UID96),263,0,3087942,87.49418795906624,14,2294866,65.02305974168895,3529311,RS_GCF_900113245.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopelagius;s__Halopelagius inordinatus,type strain of species,LPSN,TRUE,2,2,1482769,1482769,4658,1,2905,NZ_FOOQ01000014.1,68962,2,114,NZ_FOOQ01000009.1,2903,5361,0,100,FOOQ01000014.1688.4658,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halopelagius;Halopelagius inordinatus,252093,252093,TRUE,FALSE,FALSE,943443,943443,Contig,IMG-taxon 2617270917 annotated assembly,na,PRJNA224116,SAMN04488063,14,943443,none,2016-11-02,GCA_900113245.1,none,full,na,none,none,0,0,Halopelagius inordinatus,3552,representative genome,6,none,none,none,none,none,2016-11-02,0,553467,2,CGMCC 1.7739,DOE - JOINT GENOME INSTITUTE,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopelagius;s__Halopelagius inordinatus,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopelagius;s__Halopelagius inordinatus,0,3529311,11,51,assembly from type material,3529311,0,FOOQ00000000.1,3605,14,4658,2,1287,2327,0,99.301,464512,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halopelagius;s__,1289,NZ_FOOQ01000014.1,1289,2381,0,100,AB663394.1.1472,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halopelagius;Halopelagius inordinatus,0,19,50,0,TRUE,FALSE,NA,NA,NA,NA
Halopelagius longus,1236180,BC12-B1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halopelagius,NA,20,48,NA,NA,55,35,138,RS_GCF_900100875.1,0,99.82,2.01,Specific,99.38,0.22,417,f__Halobacteriaceae (UID96),263,33.33,3351419,86.56080930824322,9,2544329,65.71520224311945,3871751,RS_GCF_900100875.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopelagius;s__Halopelagius longus,type strain of species,LPSN,FALSE,2,2,1130475,1130475,1270,2,1244,NZ_FNKQ01000008.1,1130475,2,115,NZ_FNKQ01000001.1,1244,2137,0,97.669,FOOQ01000014.1688.4658,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halopelagius;Halopelagius inordinatus,430194,430194,FALSE,FALSE,TRUE,978394,978394,Contig,IMG-taxon 2671180169 annotated assembly,na,PRJNA224116,SAMN05216278,9,978394,none,2016-10-21,GCA_900100875.1,none,full,na,none,none,0,0,Halopelagius longus,3721,representative genome,7,none,none,none,none,none,2016-10-21,0,1236180,3,CGMCC 1.12397,DOE - JOINT GENOME INSTITUTE,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopelagius;s__Halopelagius longus,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopelagius;s__Halopelagius longus,0,3871751,11,49,assembly from type material,3871751,0,FNKQ00000000.1,3818,9,1295,1,1279,2324,0,99.453,4468883,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halopelagius;s__,1280,NZ_FNKQ01000009.1,1281,2342,0,99.688,JX518988.1.1472,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halopelagius;Halopelagius longus,0,19,49,0,TRUE,FALSE,NA,NA,NA,NA
